,Unnamed: 0,Title,Opinion,Place,Gender,Age,Country,Date,Label
535,535,"""Unos abusivos de primera…""","""Ni se molesten en comer algo aquí, abusan si te ven cara de turista. Hasta los refrescos son más caros... Increíblemente encontrarán mejores opciones en los cientos de restaurantes que hay en todo Guanajuato.""",Mercado Hidalgo,Male,-1,México,03/06/2016,0
1744,1744,"""UN IMPRESCINDIBLE CUANDO VAYAS A GUANAJUATO""","""Seas mexicano o no, conocer la Alhóndiga es adentrarte a un inmueble que funge como testigo de la gesta de independencia. Si por fuera es una mole, por dentro no te dejará de maravillar. Su función primaria era guardar granos, por eso los salones que hoy son áreas de exhibición, son de carácter funcionalista. ¿Que qué hay en el museo? ¡Todo lo que debes conocer de la historia de la región! Arqueología, historia, arte popular y pintura (de caballete y mural). Yo recorrí todo el museo en un aproximado de tres horas y no me pareció tedioso. Los sanitarios están impolutos... ni una mancha, no hay agua derramada, son espaciosos. Te cobran el acceso (aprox 5 USD) y si usas cámara de fotos, también debes pagar (el equivalente a 1.5 USD en pesos mexicanos), pero bien vale la pena hacerlo.""",Alhóndiga,Male,33,México,17/06/2014,1
3846,3846,"""Tranquilidad y típico lugar para relajarte""","""Est un kiosko muy pintoresco y una fuente con agua y los arboles cortados en un cuadro grande que rodea todo el jardin ahi te sientas a platicar y observar las callejonadas, es un lugar para conocer a los lugareños y disfrutar junto a ellos la historia de ete Guanajuato Hermoso""",Jardín de la Unión,Female,38,México,10/06/2015,1
1404,1404,"""Somos novios""","""Leyenda de dominio público, que encanta a los enamorados y que el lugar tienen que ser visitado al menos una vez en la vida.""",Callejón del Beso,Female,19,México,15/02/2013,1
1915,1915,"""Lugar tranquilo y centrico""","""En este lugar puedes descansar un momento si decides recorrer guanajuato a pie, sin duda un pintoresco punto a visitar.""",Jardín de la Unión,Male,18,México,24/07/2016,1
4415,4415,"""¡Su fachada es hermosa!""","""No tuvimos la fortuna de entrar a verlo, ya que por ser el festival Cervantino había mucha gente, pero su fachada es hermosa, yo que soy de Guadalajara la comparo con la del Teatro Degollado, lo cuidaron mucho, le pusieron vallas para que no pasaran los mochileros.
 ¡La próxima es el primer sitio que visitaremos!""",Teatro Juárez,Female,47,México,22/10/2012,1
697,697,"""Una leyenda""","""Definitivamente una leyenda que para visitar siempre está con mucha gente y hay que tener paciencia o buscar horas del día.""",Callejón del Beso,Male,67,México,18/07/2017,0
1124,1124,"""Para revivir las leyendas""","""Muy concurrido y pintoresco este callejón. Muy bonito para tomarse unas fotos en pareja. Muy romántico.""",Callejón del Beso,Female,45,México,09/01/2015,1
4257,4257,"""Paseo obligado si vas a Guanajuato""","""Muy relajante, divertido, hay mimos, y maravilloso si subes por el funicular, solo tienes que subir antes de las 9:00 de la noche si no ya no hay bajada... Y tambien puedes hacer el recorrido con la estudiantina que lo contratas justo ahi en el Jardin de la Unión.""",Jardín de la Unión,Female,25,México,23/08/2016,1
3312,3312,"""Punto estratégico de Guanajuato""","""El punto de reunión tanto de locales como visitantes. Todo lo encuentras a su alrededor... Cafés, restaurantes, bares, música en vivo, arte.... En fin, todo de todo... Y en la noche es el lugar que mas vida tiene en la ciudad.""",Jardín de la Unión,Female,28,México,28/10/2016,1
3539,3539,"""Paseo con la estudiantina""","""El recorrido de la estudiantina terminó en la Universidad, en una noche de luna. Disfrute tanto el recorrido nocturno que decidimos ir al otro día para ingresar a la universidad y apreciar su cantera.""",Universidad de Guanajuato,Female,47,México,17/05/2017,1
586,586,"""Obligado pero está X""","""Visita obligada, pero fuera de la vista y las fotos no hay más que hacer, aprovecha ya que estás ahí para bajar en el teleférico.""",Monumento Pípila,Female,45,México,25/05/2016,0
2387,2387,Tradición y amor,"Parada obligada, ahí se conjuga la tradición y la suerte en el
amor desde el tercer escalón. Si no llevas a quien besar, se
vale mandar un besito a la cámara. Es un lugar tan popular
qué hay que ir con tiempo y ser paciente",Callejón del Beso,Female,-1,N/I,2019,1
1400,1400,"""¡Muy lindo!""","""¡Lo más lindo de Guanajuato! Su arquitectura es impresionante. Cada detalle tiene mucho estilo, ¡no se lo pierdan!""",Teatro Juárez,Female,36,México,10/04/2017,1
3450,3450,"""Pequeña, pero cargada de cultura""","""Conocer una casa de la época, cómo vivían las personas, además de las obras que se albergan en su interior.""",Casa de Diego Rivera,Female,32,México,25/01/2013,1
2463,2463,Excelente casa museo,Me encanto la arquitectura y estado de conservación del museo. Las obras de arte en exhibición son unicas. Excelente visita!!,Casa de Diego Rivera,Female,-1,N/I,2017,1
2238,2238,"""Excelente vista de la ciudad""","""Es impresionante de verdad la vista que se tiene desde este lugar, se alcanza a ver prácticamente toda la ciudad de Guanajuato.""",Monumento Pípila,Male,33,México,26/03/2016,1
1037,1037,Icono de Guanajuato,"Un icono de Guanajuato, visita obligada! Aunque siempre está
muy concurrido! Lo mejor es que ya puedes entrar a los
balcones como cuenta la leyenda!",Callejón del Beso,Male,-1,México,2018,1
208,208,"""Morbo""","""No tiene uno nada que hacer en ese sitio con tantas cosas bellas que conocer en esa hermosa ciudad. En esta ocasión TAMPOCO fuimos, y a decir verdad no tiene sentido ir a eso.""",Museo de las Momias,Male,58,México,24/06/2013,0
2378,2378,"""Cuerpos deshidratados""","""Cuenta con una gran variedad de cuerpos deshidratados y conservados por las propiedades químicas de la tierra. El espacio destinado a la exposición de los cuerpos es reducido.""",Museo de las Momias,Male,31,México,20/06/2017,1
565,565,"""¿Vale la pena la espera?""","""Lo he visitado en 2 ocasiones distintas. En ambas, el tiempo de espera ha sido exagerado, hasta de hora y media. Una vez dentro, considero que se trata de un atractivo único en todo México, pero del que puedes prescindir sin problema. El recorrido es bastante corto (15 - 20 min) y para colmo las explicaciones por parte de los guías se han simplificado bastante, debido a la gran cantidad de personas que lo visitan. Si te sobra el tiempo en Guanajuato y no lo has visitado, entonces hazlo. De otra manera, aprovecha mejor tu tiempo.""",Museo de las Momias,Male,19,México,07/01/2018,0
313,313,"""Guanajuato no es sólo momias""","""Mucha gente y poco espacio. Muy sucio los alrededores. Yo tenía un recuerdo de Guanajuato limpio. Me cobraron uso de cámara y todo mundo tomaba foto con flash. Poca gente vigilando y si había suficiente dinero para contratar gente que organizará.""",Museo de las Momias,Female,30,México,03/01/2017,0
601,601,"""…""","""Fue un poco interesante pero no es la gran cosa creo que se le da mucha fama teniendo lugares mas interesantes y con muchísima más historia, no fue mi mejor inversión de viaje :)""",Museo de las Momias,Female,25,Argentina,07/10/2016,0
233,233,"""Angosto callejón""","""No cabe duda que es muy pequeño, aunque no pensé que lo fuera tanto. No me gustaron lo chicles pegados lo hace parecer sucio. Muy céntrico y fácil de accedes a el. Muy colonial y bonito No pueden pasar por Guanajuato sin asistir a este famoso callejón.""",Callejón del Beso,Female,32,México,26/03/2016,0
3712,3712,punto cental,,Basilica Colegiata,Male,-1,Argentina,2018,1
931,931,"""A must see in Guanajuato!""","""Great building and nice selection of Diego's artwork, also great exhibitions and beautiful building. Loved it!""",Casa de Diego Rivera,Male,-1,México,27/09/2015,1
3852,3852,Lúgubre lugar,"Es una experiencia diferente, observar las momias y entender porque se momifican, verlas en la vitrina y tomar fotos, en ocasiones te dar escalofríos!!!",Museo de las Momias,Male,-1,N/I,2020,1
3867,3867,"""Hermoso""","""Es un lugar maravilloso para caminar, bailar, escuchar música, comer, y sentarse a leer en una agradable y fresca sombra.""",Jardín de la Unión,Female,33,México,16/12/2014,1
2034,2034,"""Como dice el dicho tenemos varias tías bien paradas en Guanajuato""","""Cuando visitas por primera vez Guanajuato es casi una obligación conocer este lugar, se ha modernizado para mantener la integridad de las exhibiciones. Lugar interesante.""",Museo de las Momias,Male,42,México,06/03/2018,1
111,111,"""Regulación por favor""","""Necesitan regular, en serio, urgentemente: 1. Músicos cantineros (gruperos y mariachis? 2. Vendedores de callejoneadas (tunas y estudiantinas) El asedio a los turistas es agobiante, y la música en restaurantes y bares, estridente.""",Jardín de la Unión,Male,28,Estados Unidos,29/04/2017,0
2810,2810,"""Impresionante escultura""","""Es un paseo lleno de callejones pequeños, casita enclavadas en un cerro, pintorescas y hermosas. La subida vale la pena por que al llevar veras al Pípila y con ello un mirador hacía toda la ciudad de Guanajuato.""",Monumento Pípila,Male,34,México,13/04/2017,1
1089,1089,"""Icónico""","""Algo que no puedes dejar de visitar, tiene descuentos para alumnos y maestros, y la verdad ha mejorado mucho, lo visite hace 10 años y 2 veces más desde entonces y ha mejorado mil.""",Museo de las Momias,Male,56,México,05/07/2015,1
3289,3289,"""¡Mercado con vida!""","""Hay mucha variedad para comer o desayunar. En la entrada existen diferentes tipos de recuerdos y juguetes que puedes comprar. Además de que todos son muy amables. ¡El mercado es increíble en olores y colores!""",Mercado Hidalgo,Male,26,México,07/09/2017,1
4397,4397,"""Visita obligada""","""Es un callejón con historia, pero por ese mismo motivo está lleno de gente y ya es más un negocio que un atractivo para visitar, incluso para subir al balcón y tomar una foto la señora de ahí cobra.""",Callejón del Beso,Female,23,México,25/12/2017,1
230,230,"""Gran variedad""","""Los recuerdos o souvenirs son muy básicos para un turista, si están buscando algo único de Guanajuato, no es la opción pero hay gran variedad de productos y artículos de piel, juguetes, etc.""",Mercado Hidalgo,Female,22,México,28/12/2017,0
1833,1833,"""Visita obligada""","""Repasar la historia de México es un deleite. Un excelente paseo por las páginas históricas de la Independencia de México.""",Alhóndiga,Female,53,México,20/04/2016,1
2119,2119,"""Es un must en tu visita a Guanajuato""","""No puedes perderte ir al callejón del beso para conocer la leyenda y admirarlo un poco, se la pasa súper lleno, así que tendrás que esperar un poco para una buena foto.""",Callejón del Beso,Female,17,México,28/07/2017,1
2098,2098,Vista increible,"Quizá el edificio más bonito y emblemático de todo Guanajuato. Imperdible subir todas sus escaleras, admirar la vista, y tomar fotos. Hay un museo al lado pero por cuestión de tiempo ya no entramos.",Universidad de Guanajuato,Male,-1,México,2018,1
472,472,"""La chica de recepción""","""Llegamos 15 minutos antes de cerrar. Y la chica de la entrada muy grosera, no nos permitió entrar diciendo que ella sale a las 2:30. Pésimo servicio.""",Casa de Diego Rivera,Female,57,México,08/05/2016,0
3813,3813,Un lugar que tienes que visitar,"Es la casa donde nació Diego Rivera, esta llena de obras de arte de el y muchos otros, te cuentan su historia, los guías son muy buenos y explican detalladamente cada pintura. También hay muchos muebles de esa época y puedes admirar como se vivía en esos años, es un lugar muy bonito y esta muy cerca del centro, 5 minutos caminando del centro, ademas es muy económico y gratis si eres estudiante o adulto mayor, tienes que visitar el lugar.",Casa de Diego Rivera,Male,-1,México,2017,1
2509,2509,"""Algo muy típico""","""El Monumento al Pípila es muy típico en Guanajuato. Subir por escalera es súper pesado y obviamente recomendado solo para personas con condición física. Subir por la góndola cuesta $50 pesos redondo.""",Monumento Pípila,Male,22,México,13/09/2017,1
4325,4325,"""Visita obligada""","""Parte de nuestra historia se refleja en este museo. Descriptivo y un buen orden museográfico. Un lugar para visitar en pareja y en familia.""",Alhóndiga,Female,24,México,05/01/2016,1
3360,3360,Arquitectura muy novedosas,"Arquitectura muy novedosa, muy interesante. Frontis de piedras locales pulidas.Cerca de la plaza central",Universidad de Guanajuato,Male,-1,Chile,2018,1
1127,1127,Pintoresco,"Un lugar típico de Guanajuato. En el mercado Hidalgo encuentras de todo tipo de cosas ropa, recuerdos y la comida regional en los muchos puestos que los venden tanto afuera como adentro del mismo mercado. La fachada es hermosa, tanto que no parece la entrada aún mercado.",Mercado Hidalgo,Male,-1,México,2018,1
2405,2405,"""Nuestra Señora de Guanajuato, la imagen más antigua de América""","""Iglesia de arquitectura barroca, contiene piezas importantes de arte sacro, de las cuales se destaca la imagen de Nuestra Señora de Guanajuato que fue enviada por Felipe II en el año de 1557. Después del dato histórico puedo decir que es muy muy linda, me gusta que su ambiente te da paz, a pesar de tener arquitectura muy cargada a comparación de otras iglesias esta es menos abrumadora, claro todas son hermosas en sus diferentes estilos. Me gustó bastante.""",Basilica Colegiata,Female,41,México,19/08/2015,1
2462,2462,"""Lugar histórico""","""Si llevas credencial del adulto mayor, de estudiante, o maestro entras gratis, cobran $59:00. Hay guias que te proporcionan informacion.""",Alhóndiga,Female,25,México,21/09/2015,1
1923,1923,"""Muy padre la arquitectura""","""Los edificios y las calles son hermosos. Pasear de noche por los callejones es lo mas recomendable. Hay lugares para tomar un café un admirar la arquitectura de la ciudad. Muy limpio y seguro.""",Teatro Juárez,Male,32,México,05/01/2016,1
2659,2659,"""Nos gustó la exposición permanente en este lugar""","""Las obras que se presentan permanentemente en este lugar, sobre todo las de Diego Rivera, son increíbles y deben admirarse. El museo es interesante por que además de exhibir esas piezas de arte, recrea la casa en la que vivió el Maestro hasta las seis años.""",Casa de Diego Rivera,Female,46,México,01/01/2014,1
4153,4153,"""Muy bueno""","""Ya que gran parte de nuestra historia está ahí, y es emocionante poder recorrer los pasillos en los que héroes nacionales también lo hicieron. Además, de poder admirar sus fabulosos murales.""",Alhóndiga,Female,22,México,29/01/2014,1
3651,3651,"""En gustos se rompen géneros""","""Una visita tradicional, por la popularidad mundial que tienen, sin embargo hay que preguntarse ¿Qué es de entretenido visitar 22 cadáveres momificados? En lo personal y muy en lo personal es una experiencia diferente al imaginarse a estas personas encapsuladas en sus cuerpos con remanentes de épocas pasadas, nos dan una idea de la vida que en ese tiempo afrontaron y finalmente sucumbieron a ella, en mi opinión es un viaje de ida y nada más.""",Museo de las Momias,Male,21,México,03/05/2017,1
3892,3892,"""Un mercado único""","""Donde encontraras todos los subenirs que quieras y a un excelente precio.""",Mercado Hidalgo,Female,23,México,10/01/2012,1
361,361,"""15 minutos de entretenimiento""","""El lugar está bien cuidado pero con poquísima obra de Diego Rivera; es más bien un lugar anecdótico para entretenerse 15 minutos.""",Casa de Diego Rivera,Male,51,Estados Unidos,03/02/2016,0
135,135,"""A pesar de todo, las tienen conservadas""","""A este museo regrese despues de 40 años, la disposición de los escaparates esta muy diferente, pero permite un gran flujo de gente, es curioso ver como es el proceso de momificación natural por las sales que se encuetran en el suelo de esa region, pero es un espectáculo sui generis. Obviamente es una de las más populares en la ciudad de Guanajuato. Podíia ser opcional, el recorrido se hace en unos 25 minutos.""",Museo de las Momias,Male,63,México,12/10/2016,0
1134,1134,"""Sin duda la mejor obra arquitectónica de Guanajuato""","""Excelente obra arquitectónica del siglo XIX, yace al lado del parque Union y corazón de Guanajuato, sus 12 columnas imponentes, parecen guardianes de esta hermosa ciudad colonial, su interior la sala de espectáculos sigue los modelos de las salas europeas; tiene forma de herradura, con cuatro órdenes de palcos y localidades generales; su decoración interior es de estilo oriental. Tienen acceso al público con una módica cantidad para conocerlo, si tienes la oportunidad de ver un concierto cuando visites la ciudad es algo que no debes de perderte.""",Teatro Juárez,Male,53,México,04/12/2017,1
4012,4012,"""Pareciera una pintura""","""Parece que te metes a una pintura, tiene unas vistas impresionantes se siente un ambiente del pasado viviendo las tardes son el mejor horario para visitar.""",Universidad de Guanajuato,Female,49,México,22/02/2017,1
1151,1151,"""Buen lugar para comprar dulces y souvenir""","""Como en todos los mercados hay desde carnicerías, verdulerías y tiendas de ropa etc.. Pero es muy buena idea comprar las tradicionales momias de dulce para llevar como souvenir, está muy cerca del centro y los souvenir son más baratos que en otros lugares a fuera del Mercado. La estructura del techo la Dojo Porfirio Díaz y es muy hermosa.""",Mercado Hidalgo,Female,21,México,04/01/2016,1
3033,3033,Imperdible,"El museo es moderno y bonito,tiene algunas obras de Diego Rivera y objetos personales, también cuenta con exposiciones temporales, lo único que no me gustó es que no puedes andar con una carreola, no esta permitido, tampoco había visita guiada.",Casa de Diego Rivera,Male,-1,Canadá,2018,1
3466,3466,"""Visita obligada en Guanajuato…""","""El museo se encuentra a unas cuadras de las principales atracciones de Guanajuato, es económico 25 pesos por adulto, esta dentro de la que fue casa natal de Rivera, son aproximadamente 3 pisos con exposiciones (hay un elevador), hay baños y una pequeña tienda de snacks, otra de libros y una mas de recuerdos. El museo cuenta con exposiciones de diferentes artistas. Esta muy bien iluminado y cuidado. Puedes además ver algunas habitaciones con los muebles de aquella época, en fin vale la pena ir y conocer algunos de los cuadros de las primeras obras de Rivera. No te recomiendo asistir con niños pequeños.""",Casa de Diego Rivera,Male,39,México,28/10/2015,1
3372,3372,"""Es otro mundo, es sublime belleza""","""Todo, todo, es  la arquitectura europea, o mas bien Italiana con toque espanol en su maxima expresión.""",Teatro Juárez,Male,53,Estados Unidos,14/10/2014,1
1053,1053,"""MONUMENTAL""","""Lugar muy bonito y emblemático tiene una arquitectura muy impresionante te da aires de que estÁs en otro lugar.""",Teatro Juárez,Male,-1,México,28/09/2016,1
3992,3992,"""Bendita misa""","""Hermosa arquitectura. Fui a misa y me tomé muchas fotos en el interior y el exterior y por cierto compre unos ricos tamalitos que vendes las monjas, todo esta muy rico hay con ellas.""",Basilica Colegiata,Male,42,México,18/09/2016,1
22,22,"""Mucho tiempo""","""Es interesante conocer este sitio pero necesitas ir por la mañana en el momento de su apertura, porque mas tarde tienes que hacer una fila de cuando menos una hora para comprar el boleto y otra mas para entrar. Esta muy limpio el lugar. Si visitas otros museos en Guanajuato como el de la Inquisición, puedes ver también momias de personas y de algunos animales.""",Museo de las Momias,Male,53,México,18/07/2015,0
2323,2323,"""Imponente""","""Cuando lo visitas te das cuenta de todo el trabajo y la cultura que tenía Porfirio Díaz. esta super ubicado enfrente del Jardín Principal.""",Teatro Juárez,Female,-1,México,08/05/2012,1
1653,1653,"""Obligatorio si vas con familia""","""El lugar ofrece una vista increíble de la ciudad, venden comida y artesanías en la parte más alta. En temporada alta las filas son muy largas, sin embargo, vale la pena. Lleven chamarra, en la cima hace frío.""",Monumento Pípila,Male,18,México,21/11/2017,1
3617,3617,"""Hemoso""","""Muy bonito, la explicación es extraordinaria y hay que dar una propina al final, vale la pena el recorrido al 100%""",Teatro Juárez,Male,20,México,28/12/2017,1
4251,4251,"""Hermosa""","""Es una construcción magnifica, su arquitectura es inigualable, te sorprendes, pero en hermosa no cabe duda, no dudes en visitarla.""",Universidad de Guanajuato,Male,-1,México,20/06/2016,1
695,695,"""Visita obligada, pero... no hay facilidades para discapacitados o mujeres embarazadas""","""Definitivamente es una visita obligada en la ciudad, siempre interesante y asombroso ver las momias. La histotia detras del museo y las momias es interesante. Es un museo interesante, no se lo pueden perder pero sean muy pacientes, hicimos fila de dos horas en el sol, para 15 minutos de recorrido. Lo que es totalmennte reprobable es que no haya consideraciones para personas discapacitadas o mujeres embarazadas. Ancianos, discapacitados y mujeres embarazadas, todos tienen que hacer la misma fila. Terrible forma de recibirte.""",Museo de las Momias,Male,40,México,02/01/2016,0
2194,2194,"""¡Qué bonito teatro!""","""¡Qué bonito teatro! Impresionante columnas, todo en general lo tienen muy bien cuidado, este lugar si es una visita que no debes de perder cuando vengas a Guanajuato, por ahí les recomendaría que los guías fueran un poquito más amables, no les cuesta nada y les irá mejor en la propina.""",Teatro Juárez,Male,47,México,30/01/2013,1
3150,3150,"""Entretenido""","""Uno se sienta y ver pasa todo tipo de persna. Los martes y jueves puedes escuchar la Orquesta de Guanajuato, y en los alrededores mariachis y en las noches la estudiantina.""",Jardín de la Unión,Female,22,Venezuela,17/02/2013,1
420,420,"""Mucha sombra""","""Para mi gusto han dejado crecer mucho el follaje de los arboles que aunque estan bien podados esto hace que los restaurantes ubicados en la plaza esten muy sombrios.""",Jardín de la Unión,Male,-1,México,29/05/2016,0
2716,2716,"""Muy buena comida a buen precio""","""Este lugar ofrece muy ricos alimentos, y a muy buen precio, tambien se pueden comprar recuerdos y conocer más del guanajuato popular.""",Mercado Hidalgo,Male,24,México,27/01/2016,1
2778,2778,"""Lugar tradicional""","""Es bueno para hacer feliz a la parienta pero esta llena de gente...formados. Lo mejor es ir desde arriba, como en sentido contrario. Ahí no tardas más de 5 minutos. Pero las callejoneadas hasta allí es mucho mejor.""",Callejón del Beso,Female,42,Estados Unidos,30/07/2017,1
460,460,"""Bonito""","""Es mucho menos de lo que te esperas. Un jardín como de 8x8 metros, está afuera del teatro y si está bonito pero hasta ahí.""",Jardín de la Unión,Male,-1,México,16/07/2017,0
1067,1067,"""Lugar histórico""","""Teatro hermoso, esta bien conservado y cuidado. El salón principal esta tallodo en madera y es hermoso. Me gustaria que hubiera mas guías y que fueran más amigables.""",Teatro Juárez,Female,29,México,08/01/2013,1
87,87,"""Nos quedamos con las ganas""","""Llegamos como cinco minutos antes de las 5pm que es la hora en que cierran y nos dijo el guardia que ya no se podía entrar , le insistimos mucho ya que no teníamos otro día para visitarlo, le preguntó a otra persona y dijeron NO, en fin, les recomiendo llegar máximo a las cuatro.""",Alhóndiga,Female,48,México,05/09/2016,0
3212,3212,"""Hermosa ejemplo de nustra religión y cultura""","""Hermosa arquitectura recuerdo de nuestros antepasados puedes orar a cualquier hora del dia y cuando estas ahi te siente lleno de paz. Y de noche con una vista hermosa en el centro de Guanajuato.""",Basilica Colegiata,Female,40,Estados Unidos,19/03/2018,1
3139,3139,"""Curioso y sorprendente""","""Si bien Guanajuato no es sólo este museo, merece la pena hacerle una visita. Es algo muy curioso y muy bien conservado. Nos acompañó un guía que nos fue explicando cada momia, lo cual recomiendo para poder entender y aprovechar mejor la visita. El guía no cobraba por la visita, únicamente la voluntad o propina al final de la visita. Hay que intentar no ir a horas punta ya que la cola que tuvimos que hacer para entrar fue de una media hora aproximadamente.""",Museo de las Momias,Female,34,España,28/09/2014,1
3439,3439,"""Bueno""","""Te cuentan la historia de las momias y te piden una cooperación. No son momificaciones artificiales, sino que los cuerpos se han momificado por las condiciones ambientales del lugar. Interesante.""",Museo de las Momias,Female,25,Chile,01/12/2015,1
2186,2186,"""Bonito lugar""","""Es un lugar lleno de historia las instalaciones son muy bonitas y la información es muy buena lo recomiendo.""",Alhóndiga,Female,19,México,31/03/2016,1
282,282,"""Interesante""","""La momias de Guanajuato tienen una interesante historia que es explicada en este museo, son alrededor de 80 momias. El museo es pequeño y esta bastante descuidado por dentro y por fuera. sin embargo vale la pena visitarlo.""",Museo de las Momias,Female,30,México,23/05/2017,0
3270,3270,"""Preciosa sobre todo en la noche""","""El lugar en el que esta es lo mas bonito, de noche se ve espectacular, se encuentra en la calle Juárez y la iluminan de nocheor lo que se ve preciosa.""",Basilica Colegiata,Female,46,México,19/10/2015,1
3932,3932,"""Para ir en pareja""","""El lugar es muy romántico, encuentras diferentes opciones para comer, aunque lo más recomendable es ir de noche, cuando el ambiente es bohemio, con música en vivo.""",Jardín de la Unión,Male,28,México,08/02/2012,1
2359,2359,"""Lugar lleno de historia""","""Para los amantes de la historia de la ciudad, y de la historia de México este lugar es imprescindible, su hermoso museo permite conocer mucho más de la historia de México y su independencia.""",Alhóndiga,Male,64,México,26/10/2016,1
540,540,"""Esperaba más""","""Aunque es un clásico del destino, la colección de momias en exhibición es limitada, sinceramente esperaba más del lugar. No te permiten tomas de fotos o video a menos que pague la cuota para ello. La visita a este lugar está incluida en casi todos los tours de la ciudad, así que seguramente las visitaras. De acceso complicado si llegas por tu cuenta, pero esta muy bien señalado el trayecto.""",Museo de las Momias,Male,60,México,26/05/2016,0
3834,3834,"""Excelente vista""","""Muy buen lugar para tomar fotos panorámicas de la ciudad de Guanajuato, es gratis y tiene estacionamiento, recomiendo no suban al mirador del monumento al pipila ya que la vista que da es a espaldas de la ciudad, es mejor la vista desde la parte baja del monumento.""",Monumento Pípila,Female,53,México,15/07/2017,1
4336,4336,"""¡No se lo pueden perder!""","""Una de las visitas obligadas en Guanajuato es el Teatro Juárez. Quien aprecie la arquitectura y el detalle, quedaran encantados con su aire Austriaco y las historias que se cuentan de su glamour en la época del Porfiriato. Organicen su día para coincidir con los horarios en los que se da una plática y recorrido por el lugar.""",Teatro Juárez,Female,49,México,27/09/2015,1
2313,2313,"""Vale la pena""","""Lo tienen bien organizado, bien iluminado y el recorrido esta muy bien trazado. Vale mucho la pena y no está lejos de el centro.""",Museo de las Momias,Male,50,Chile,03/09/2017,1
859,859,"""Experiencia fuera de lo común""","""Un lugar que es centro de atención para cualquier visitante. No es escalofríante, ya sabemos que los mexicanos vemos la muerte de manera ""sui generis"" No me gustó la museografía, y la relación costo/boleto-beneficio, no es óptimo.""",Museo de las Momias,Male,43,México,17/09/2013,1
533,533,"""Linda vista""","""Lo bueno es subir las escalinatas bien temprano, de mañana. Por la tarde esta hasta la madre. Cuando fuimos estaba recien pintado y el olor era un poco molesto, pero la vista al funicular y al monumento al Pipila lo compensa.""",Universidad de Guanajuato,Female,40,Brasil,30/07/2017,0
1368,1368,Historico,"Sin duda un monumento historico, si eres mexicano lo tienes que conocer, ademas los domingos es gratis para nacionales, el museo es bueno sin embargo creo que se queda corto ya que la importancia de la alhondiga deberia se representada por un museo mucho mas impactante y represntando con mayor impacto la parte tan importante de la historia que representa.",Alhóndiga,Male,-1,México,2018,1
3883,3883,"""Un deleite para tus ojos""","""Uno de los lugares más emblemáticos de Guanajuato esta gran obra de arte de la arquitectura que se tiende por la principal calle del centro con su inpactante diseño, al interior con un toque francés. Si van entre semana pregunten por chon que es el mejor guía que van a poder encontrar con una explicación increíble a detalle de todo el edicifcio y sus alrededores, totalmente recomendado.""",Teatro Juárez,Male,40,México,18/10/2016,1
2176,2176,"""Muy bonito""","""Nos tocó la fortuna de estar en un ensayo de la sinfónica y que cosa tan más bonita el teatro impecable muy recomendable que vayan.""",Teatro Juárez,Male,61,Guatemala,28/11/2015,1
597,597,Lastima muy sucio y cerrado por el GIFF,"Es una contrucción bella, lastima que no se pudo entrar por tanta gente del GIFF y escalinatas muy sucias.",Universidad de Guanajuato,Male,-1,México,2018,0
3726,3726,"""Genial edificio""","""Sus escaleras de este majestuoso monumento nos llevaron a hacer ejercicio y disfrutar la vista de todo Guanajuato de forma impresionante.""",Universidad de Guanajuato,Female,38,México,02/06/2015,1
3790,3790,"""Magnífico recinto""","""Con excelente restauración y adecuación a la exposición de una parte importante de la vida del artista, este magnífico recinto nos recuerda la grandeza y claridad de pensamiento de Diego Rivera. Visita muy recomendada para aquellos que gustan de la vida de este renombrado pintor.""",Casa de Diego Rivera,Male,59,México,08/07/2015,1
3878,3878,"""Lo mejor: la vista""","""Es padrísima la vista de la ciudad de Guanajuato desde el cerro del Pípila, el monumento en sí es grande y bonito, pero la verdad lo mejor de todo lo repito, la vista.""",Monumento Pípila,Male,33,México,10/03/2014,1
3355,3355,"""Normal, hay mejores en otras ciudades""","""Visita obligada, es linda... Pero hay mejores en otras ciudades del estado de Guanajuato. Los alrededores son muy lindos y sus colores hacen que salgan fotos excelentes.""",Basilica Colegiata,Male,28,México,08/08/2016,1
662,662,No es lo mejor de Guanajuato,"El museo ha mejorado desde la visita de Discovery Channel, yo no había visto a las momias dentro de cristales, aún así me parece un hecho horroroso el mostrar los cuerpos de personas muertas, que si gordas, flacas o asesinadas.
Sin embargo, venir con personas que nunca las han visitado las convierte en un punto de visita casi obligado. Pero si no te interesa te aseguro que no te pierdes gran cosa, es el museo más caro de toda la ciudad y dura 20 minutos el recorrido.",Museo de las Momias,Female,-1,México,2019,0
4384,4384,"""Impresionante""","""La arquitectura, la pintura, el tallado, la pintura en el techo todo me impresiono de este bello lugar.""",Basilica Colegiata,Female,33,México,14/01/2016,1
3801,3801,Impresionante,"Un museo que debes visitar en Guanajuato, tranquilo, el recorrido con guía es muy bueno sobre todo si no hay demasiada gente ya que la explicación es mas pausada y tranquila, el costo de entrada es económico. vale la pena",Museo de las Momias,Male,-1,México,2018,1
4089,4089,"""Típico, tradicional y emblemático""","""Encuentras buenos lugares para pasar un rato agradable, la comida no es espectacular, pero el ambiente y la vista del Teatro Juarez vale la pena.""",Jardín de la Unión,Male,38,México,12/09/2017,1
4170,4170,"""Lo mejor de Guanajuato""","""Increíble, fue la actividad que más me gustó en Guanajuato, las momias son impresionantes, vale mucho la pena visitarlo.""",Museo de las Momias,Male,43,Colombia,08/09/2017,1
